wb1,wb2,wb3,wb4,wb5,pb,prize,daysin,daycos,year
2.00,6.00,17.00,19.00,27.00,2.00,21300000.00,0.50,-0.87,11.06
18.00,28.00,31.00,35.00,49.00,13.00,16700000.00,0.55,-0.84,11.07
9.00,29.00,30.00,33.00,42.00,27.00,14000000.00,0.60,-0.80,11.08
5.00,20.00,22.00,23.00,34.00,19.00,12000000.00,0.64,-0.77,11.09
2.00,18.00,25.00,31.00,32.00,1.00,10000000.00,0.69,-0.72,11.10
30.00,33.00,36.00,37.00,49.00,35.00,78700000.00,0.73,-0.68,11.11
3.00,15.00,16.00,36.00,40.00,22.00,69800000.00,0.77,-0.63,11.12
6.00,11.00,25.00,28.00,34.00,35.00,61200000.00,0.81,-0.59,11.13
6.00,7.00,9.00,12.00,20.00,20.00,54200000.00,0.85,-0.53,11.14
3.00,26.00,32.00,45.00,48.00,6.00,47900000.00,0.87,-0.49,11.15
1.00,9.00,12.00,18.00,33.00,14.00,42200000.00,0.90,-0.43,11.16
1.00,13.00,16.00,33.00,43.00,1.00,36800000.00,0.92,-0.38,11.16
27.00,34.00,40.00,42.00,44.00,8.00,31900000.00,0.95,-0.32,11.18
2.00,3.00,22.00,23.00,36.00,22.00,26100000.00,0.96,-0.27,11.18
16.00,22.00,32.00,33.00,38.00,13.00,21500000.00,0.98,-0.20,11.19
7.00,12.00,17.00,29.00,48.00,21.00,16600000.00,0.99,-0.15,11.20
15.00,16.00,22.00,30.00,35.00,20.00,14000000.00,1.00,-0.08,11.21
8.00,14.00,17.00,29.00,36.00,3.00,12000000.00,1.00,-0.03,11.22
8.00,13.00,16.00,19.00,29.00,37.00,10000000.00,1.00,0.04,11.23
15.00,35.00,40.00,43.00,46.00,33.00,48100000.00,1.00,0.09,11.24
1.00,2.00,10.00,39.00,48.00,13.00,42600000.00,0.99,0.16,11.25
4.00,20.00,25.00,30.00,49.00,37.00,36900000.00,0.98,0.21,11.26
10.00,16.00,37.00,38.00,45.00,14.00,32000000.00,0.96,0.28,11.27
4.00,27.00,28.00,33.00,49.00,39.00,26100000.00,0.95,0.33,11.28
2.00,12.00,38.00,44.00,49.00,19.00,21700000.00,0.92,0.39,11.29
5.00,7.00,15.00,30.00,38.00,2.00,16700000.00,0.90,0.44,11.30
6.00,22.00,25.00,36.00,46.00,34.00,14000000.00,0.87,0.50,11.31
1.00,2.00,6.00,19.00,45.00,27.00,12000000.00,0.84,0.54,11.32
8.00,15.00,19.00,21.00,38.00,33.00,10000000.00,0.80,0.60,11.33
8.00,9.00,19.00,22.00,25.00,11.00,32000000.00,0.77,0.64,11.34
19.00,31.00,32.00,42.00,45.00,6.00,27100000.00,0.72,0.69,11.35
2.00,10.00,33.00,38.00,43.00,19.00,22000000.00,0.69,0.73,11.36
17.00,21.00,30.00,35.00,36.00,12.00,18000000.00,0.64,0.77,11.37
10.00,24.00,28.00,34.00,35.00,32.00,14000000.00,0.59,0.80,11.38
12.00,19.00,27.00,43.00,45.00,28.00,12000000.00,0.54,0.84,11.39
7.00,9.00,15.00,21.00,40.00,18.00,10000000.00,0.49,0.87,11.39
5.00,14.00,15.00,22.00,30.00,31.00,95300000.00,0.43,0.90,11.41
14.00,18.00,30.00,32.00,47.00,36.00,80800000.00,0.39,0.92,11.41
21.00,23.00,35.00,41.00,49.00,5.00,71000000.00,0.32,0.95,11.42
24.00,31.00,34.00,40.00,47.00,30.00,61400000.00,0.27,0.96,11.43
13.00,19.00,22.00,41.00,47.00,5.00,54600000.00,0.21,0.98,11.44
7.00,39.00,40.00,42.00,43.00,4.00,49100000.00,0.15,0.99,11.45
7.00,8.00,14.00,17.00,32.00,15.00,43600000.00,0.09,1.00,11.46
23.00,36.00,42.00,44.00,46.00,33.00,37900000.00,0.03,1.00,11.47
5.00,7.00,18.00,28.00,35.00,1.00,221500000.00,0.00,1.00,11.48
16.00,17.00,32.00,34.00,43.00,31.00,168800000.00,-0.07,1.00,11.49
1.00,6.00,31.00,34.00,44.00,25.00,143300000.00,-0.12,0.99,11.50
12.00,20.00,24.00,25.00,48.00,37.00,117100000.00,-0.19,0.98,11.51
15.00,18.00,19.00,21.00,43.00,7.00,100600000.00,-0.24,0.97,11.52
17.00,19.00,25.00,26.00,44.00,19.00,86600000.00,-0.30,0.95,11.53
4.00,17.00,26.00,37.00,40.00,15.00,75700000.00,-0.35,0.94,11.54
21.00,24.00,37.00,41.00,45.00,39.00,66200000.00,-0.42,0.91,11.55
1.00,10.00,35.00,37.00,43.00,30.00,56500000.00,-0.46,0.89,11.56
14.00,36.00,39.00,43.00,51.00,15.00,48200000.00,-0.52,0.85,11.57
1.00,3.00,16.00,37.00,41.00,19.00,40200000.00,-0.57,0.82,11.58
9.00,12.00,17.00,29.00,45.00,4.00,32700000.00,-0.62,0.78,11.59
16.00,26.00,36.00,42.00,47.00,33.00,25500000.00,-0.66,0.75,11.60
8.00,20.00,22.00,32.00,52.00,39.00,19200000.00,-0.71,0.70,11.61
7.00,11.00,19.00,20.00,22.00,1.00,12600000.00,-0.75,0.66,11.62
5.00,8.00,24.00,38.00,52.00,22.00,10000000.00,-0.79,0.61,11.62
6.00,20.00,27.00,38.00,39.00,31.00,12800000.00,-0.82,0.57,11.64
16.00,19.00,34.00,37.00,47.00,18.00,10000000.00,-0.86,0.51,11.64
8.00,19.00,22.00,34.00,53.00,29.00,10000000.00,-0.88,0.47,11.65
6.00,17.00,45.00,47.00,48.00,4.00,190900000.00,-0.91,0.41,11.66
3.00,25.00,27.00,28.00,53.00,35.00,162300000.00,-0.93,0.36,11.67
22.00,25.00,33.00,34.00,35.00,14.00,140600000.00,-0.96,0.29,11.68
6.00,9.00,29.00,39.00,52.00,8.00,119300000.00,-0.97,0.24,11.69
11.00,14.00,21.00,32.00,45.00,21.00,104200000.00,-0.98,0.18,11.70
1.00,6.00,7.00,8.00,25.00,18.00,88600000.00,-0.99,0.12,11.71
8.00,13.00,29.00,44.00,48.00,36.00,78200000.00,-1.00,0.06,11.72
4.00,5.00,19.00,21.00,50.00,41.00,68000000.00,-1.00,0.00,11.73
9.00,20.00,30.00,41.00,48.00,29.00,59200000.00,-1.00,-0.06,11.74
17.00,19.00,20.00,28.00,47.00,37.00,50900000.00,-0.99,-0.12,11.75
11.00,13.00,28.00,31.00,33.00,29.00,43000000.00,-0.98,-0.18,11.76
2.00,19.00,24.00,32.00,34.00,2.00,34900000.00,-0.97,-0.23,11.77
6.00,10.00,19.00,28.00,32.00,39.00,27700000.00,-0.95,-0.30,11.78
3.00,17.00,29.00,30.00,33.00,34.00,20400000.00,-0.94,-0.35,11.79
6.00,15.00,18.00,20.00,41.00,17.00,13700000.00,-0.91,-0.41,11.80
6.00,9.00,19.00,24.00,40.00,31.00,10000000.00,-0.89,-0.46,11.81
9.00,35.00,36.00,41.00,49.00,33.00,135600000.00,-0.85,-0.52,11.82
24.00,31.00,36.00,42.00,46.00,32.00,116100000.00,-0.83,-0.56,11.83
1.00,39.00,46.00,50.00,51.00,7.00,99500000.00,-0.79,-0.62,11.84
8.00,22.00,35.00,46.00,48.00,15.00,85300000.00,-0.75,-0.66,11.85
13.00,15.00,20.00,37.00,42.00,7.00,73800000.00,-0.71,-0.71,11.85
26.00,31.00,35.00,44.00,48.00,32.00,60800000.00,-0.67,-0.74,11.87
18.00,23.00,25.00,26.00,40.00,15.00,51700000.00,-0.62,-0.79,11.87
11.00,14.00,26.00,31.00,48.00,30.00,43400000.00,-0.57,-0.82,11.88
17.00,40.00,41.00,42.00,46.00,25.00,35500000.00,-0.52,-0.86,11.89
18.00,22.00,26.00,31.00,49.00,28.00,26300000.00,-0.47,-0.88,11.90
9.00,10.00,30.00,32.00,34.00,11.00,19700000.00,-0.41,-0.91,11.91
4.00,16.00,34.00,37.00,51.00,38.00,12700000.00,-0.36,-0.93,11.92
14.00,29.00,30.00,34.00,48.00,1.00,10000000.00,-0.30,-0.95,11.93
18.00,27.00,28.00,30.00,49.00,20.00,13500000.00,-0.25,-0.97,11.94
6.00,16.00,50.00,51.00,52.00,23.00,10000000.00,-0.18,-0.98,11.95
19.00,21.00,26.00,31.00,51.00,40.00,261300000.00,-0.13,-0.99,11.96
5.00,17.00,25.00,37.00,49.00,21.00,198300000.00,-0.06,-1.00,11.97
16.00,17.00,24.00,26.00,45.00,36.00,160300000.00,-0.01,-1.00,11.98
7.00,9.00,14.00,41.00,44.00,25.00,134000000.00,0.06,-1.00,11.99
5.00,26.00,35.00,43.00,50.00,4.00,111400000.00,0.11,-0.99,12.00
15.00,19.00,27.00,36.00,44.00,17.00,95600000.00,0.18,-0.98,12.01
19.00,20.00,21.00,45.00,46.00,20.00,82700000.00,0.23,-0.97,12.02
12.00,26.00,40.00,42.00,50.00,3.00,72800000.00,0.30,-0.95,12.03
12.00,16.00,43.00,44.00,46.00,38.00,65100000.00,0.35,-0.94,12.04
11.00,17.00,26.00,27.00,40.00,6.00,57200000.00,0.41,-0.91,12.05
2.00,14.00,24.00,26.00,53.00,1.00,48700000.00,0.46,-0.89,12.06
10.00,26.00,30.00,46.00,52.00,35.00,42000000.00,0.52,-0.86,12.07
6.00,16.00,17.00,19.00,38.00,16.00,34500000.00,0.56,-0.83,12.08
10.00,42.00,48.00,49.00,50.00,42.00,28800000.00,0.62,-0.79,12.08
4.00,30.00,32.00,35.00,41.00,9.00,22700000.00,0.66,-0.76,12.10
5.00,13.00,18.00,42.00,50.00,4.00,17100000.00,0.71,-0.71,12.10
20.00,33.00,34.00,45.00,52.00,21.00,12000000.00,0.74,-0.67,12.11
1.00,2.00,6.00,10.00,20.00,38.00,10000000.00,0.79,-0.62,12.12
13.00,18.00,34.00,35.00,51.00,28.00,88700000.00,0.82,-0.58,12.13
14.00,21.00,39.00,40.00,47.00,6.00,77800000.00,0.85,-0.52,12.14
7.00,13.00,17.00,32.00,33.00,35.00,66800000.00,0.88,-0.47,12.15
5.00,11.00,13.00,22.00,36.00,31.00,58500000.00,0.91,-0.41,12.16
14.00,15.00,23.00,31.00,51.00,34.00,51400000.00,0.93,-0.37,12.17
10.00,18.00,40.00,46.00,48.00,30.00,44200000.00,0.95,-0.30,12.18
4.00,25.00,39.00,41.00,50.00,31.00,36600000.00,0.97,-0.25,12.19
17.00,27.00,28.00,35.00,52.00,2.00,30500000.00,0.98,-0.18,12.20
6.00,28.00,35.00,38.00,51.00,41.00,23700000.00,0.99,-0.13,12.21
7.00,14.00,23.00,46.00,49.00,20.00,17900000.00,1.00,-0.06,12.22
12.00,17.00,35.00,47.00,50.00,13.00,12000000.00,1.00,-0.01,12.23
2.00,9.00,17.00,25.00,36.00,8.00,10000000.00,1.00,0.06,12.24
10.00,28.00,31.00,40.00,52.00,41.00,62400000.00,0.99,0.11,12.25
5.00,29.00,31.00,47.00,49.00,25.00,54400000.00,0.98,0.18,12.26
19.00,37.00,40.00,47.00,51.00,40.00,44800000.00,0.97,0.23,12.27
12.00,30.00,41.00,45.00,52.00,35.00,38000000.00,0.96,0.29,12.28
5.00,24.00,25.00,44.00,52.00,20.00,30400000.00,0.94,0.34,12.29
1.00,5.00,20.00,21.00,45.00,24.00,24100000.00,0.91,0.41,12.30
2.00,24.00,28.00,37.00,44.00,6.00,17700000.00,0.89,0.45,12.31
6.00,7.00,27.00,28.00,41.00,3.00,12000000.00,0.86,0.51,12.31
10.00,23.00,27.00,31.00,34.00,11.00,10000000.00,0.83,0.56,12.33
2.00,5.00,6.00,9.00,10.00,26.00,42000000.00,0.79,0.61,12.33
6.00,11.00,16.00,17.00,44.00,26.00,33500000.00,0.76,0.65,12.34
1.00,26.00,29.00,38.00,42.00,30.00,27000000.00,0.71,0.70,12.35
7.00,12.00,19.00,47.00,49.00,6.00,19700000.00,0.67,0.74,12.36
2.00,13.00,20.00,21.00,23.00,35.00,13400000.00,0.62,0.78,12.37
2.00,5.00,7.00,9.00,48.00,32.00,10000000.00,0.58,0.81,12.38
2.00,11.00,16.00,21.00,39.00,42.00,101800000.00,0.52,0.85,12.39
10.00,12.00,27.00,30.00,53.00,28.00,86300000.00,0.48,0.88,12.40
10.00,12.00,15.00,49.00,51.00,21.00,75800000.00,0.42,0.91,12.41
20.00,28.00,30.00,40.00,43.00,3.00,65600000.00,0.37,0.93,12.42
4.00,17.00,34.00,48.00,52.00,10.00,56500000.00,0.30,0.95,12.43
4.00,17.00,30.00,42.00,44.00,15.00,46800000.00,0.26,0.97,12.44
9.00,45.00,46.00,48.00,51.00,2.00,38600000.00,0.19,0.98,12.45
16.00,22.00,26.00,44.00,46.00,20.00,30000000.00,0.14,0.99,12.46
1.00,11.00,37.00,39.00,40.00,23.00,22600000.00,0.07,1.00,12.47
18.00,34.00,42.00,43.00,53.00,17.00,14500000.00,0.02,1.00,12.48
24.00,29.00,33.00,38.00,44.00,7.00,13900000.00,-0.03,1.00,12.49
29.00,32.00,39.00,45.00,53.00,16.00,10000000.00,-0.10,0.99,12.50
2.00,7.00,11.00,24.00,31.00,18.00,30900000.00,-0.15,0.99,12.51
1.00,25.00,29.00,30.00,45.00,12.00,23000000.00,-0.22,0.98,12.52
1.00,6.00,11.00,38.00,53.00,11.00,14800000.00,-0.27,0.96,12.52
6.00,7.00,16.00,41.00,53.00,23.00,10000000.00,-0.34,0.94,12.54
13.00,17.00,35.00,45.00,50.00,2.00,171400000.00,-0.38,0.92,12.54
6.00,9.00,16.00,22.00,30.00,4.00,147400000.00,-0.45,0.89,12.55
3.00,28.00,36.00,38.00,44.00,1.00,126100000.00,-0.49,0.87,12.56
16.00,28.00,35.00,36.00,47.00,31.00,109500000.00,-0.55,0.83,12.57
3.00,19.00,47.00,49.00,53.00,4.00,95900000.00,-0.59,0.80,12.58
4.00,29.00,45.00,48.00,50.00,1.00,83200000.00,-0.65,0.76,12.59
15.00,25.00,31.00,36.00,46.00,37.00,72100000.00,-0.69,0.73,12.60
5.00,6.00,26.00,33.00,34.00,13.00,62400000.00,-0.73,0.68,12.61
14.00,21.00,29.00,43.00,45.00,26.00,52700000.00,-0.77,0.64,12.62
18.00,22.00,33.00,38.00,40.00,19.00,44400000.00,-0.81,0.59,12.63
11.00,35.00,43.00,45.00,48.00,42.00,35500000.00,-0.84,0.54,12.64
20.00,27.00,30.00,40.00,48.00,11.00,28300000.00,-0.87,0.49,12.65
11.00,17.00,40.00,44.00,51.00,21.00,20300000.00,-0.90,0.44,12.66
15.00,24.00,49.00,50.00,52.00,40.00,13600000.00,-0.93,0.38,12.67
1.00,11.00,17.00,41.00,46.00,24.00,10000000.00,-0.94,0.33,12.68
5.00,20.00,22.00,36.00,42.00,11.00,14400000.00,-0.96,0.26,12.69
5.00,14.00,17.00,45.00,46.00,41.00,10000000.00,-0.98,0.21,12.70
1.00,3.00,10.00,47.00,48.00,27.00,214700000.00,-0.99,0.15,12.71
5.00,6.00,19.00,44.00,50.00,28.00,177100000.00,-1.00,0.09,12.72
2.00,13.00,29.00,32.00,35.00,4.00,151700000.00,-1.00,0.03,12.73
16.00,28.00,33.00,35.00,37.00,17.00,128700000.00,-1.00,-0.03,12.73
11.00,25.00,40.00,41.00,48.00,3.00,111300000.00,-1.00,-0.09,12.75
6.00,14.00,34.00,37.00,40.00,7.00,95700000.00,-0.99,-0.15,12.75
2.00,14.00,27.00,31.00,36.00,9.00,83300000.00,-0.98,-0.21,12.77
1.00,8.00,17.00,28.00,50.00,20.00,72700000.00,-0.96,-0.26,12.77
25.00,34.00,36.00,46.00,49.00,9.00,62900000.00,-0.94,-0.33,12.78
2.00,4.00,28.00,33.00,52.00,18.00,53500000.00,-0.93,-0.38,12.79
13.00,15.00,25.00,26.00,46.00,28.00,45400000.00,-0.90,-0.44,12.80
31.00,33.00,44.00,45.00,51.00,31.00,36100000.00,-0.87,-0.49,12.81
6.00,30.00,35.00,39.00,45.00,31.00,28700000.00,-0.84,-0.54,12.82
1.00,30.00,32.00,37.00,50.00,19.00,20800000.00,-0.81,-0.59,12.83
3.00,16.00,27.00,39.00,40.00,3.00,13900000.00,-0.77,-0.64,12.84
31.00,33.00,35.00,40.00,42.00,40.00,10000000.00,-0.73,-0.68,12.85
4.00,10.00,11.00,18.00,43.00,41.00,98700000.00,-0.69,-0.73,12.86
5.00,10.00,29.00,33.00,51.00,35.00,84200000.00,-0.65,-0.76,12.87
8.00,9.00,16.00,34.00,48.00,8.00,73000000.00,-0.59,-0.80,12.88
11.00,22.00,26.00,37.00,51.00,21.00,64100000.00,-0.55,-0.83,12.89
14.00,31.00,35.00,45.00,47.00,35.00,54600000.00,-0.49,-0.87,12.90
4.00,19.00,39.00,40.00,50.00,22.00,44400000.00,-0.45,-0.89,12.91
2.00,3.00,13.00,29.00,52.00,25.00,36500000.00,-0.38,-0.92,12.92
3.00,31.00,38.00,42.00,46.00,2.00,28100000.00,-0.34,-0.94,12.93
20.00,23.00,36.00,45.00,50.00,9.00,21000000.00,-0.27,-0.96,12.94
9.00,24.00,45.00,49.00,50.00,37.00,13500000.00,-0.22,-0.98,12.95
16.00,17.00,23.00,26.00,44.00,13.00,10000000.00,-0.15,-0.99,12.96
18.00,25.00,30.00,34.00,41.00,10.00,21100000.00,-0.10,-0.99,12.96
3.00,8.00,12.00,30.00,47.00,23.00,14400000.00,-0.03,-1.00,12.98
2.00,29.00,31.00,45.00,47.00,4.00,10000000.00,0.02,-1.00,12.98
9.00,17.00,32.00,41.00,47.00,8.00,65800000.00,0.09,-1.00,12.99
9.00,12.00,16.00,20.00,39.00,1.00,55800000.00,0.14,-0.99,13.00
2.00,9.00,36.00,37.00,48.00,16.00,47100000.00,0.20,-0.98,13.01
16.00,18.00,26.00,39.00,48.00,22.00,38200000.00,0.25,-0.97,13.02
6.00,20.00,43.00,48.00,52.00,28.00,30300000.00,0.32,-0.95,13.03
1.00,31.00,33.00,37.00,50.00,40.00,21800000.00,0.37,-0.93,13.04
5.00,26.00,39.00,41.00,42.00,39.00,14600000.00,0.43,-0.90,13.05
5.00,6.00,12.00,26.00,29.00,30.00,10000000.00,0.48,-0.88,13.06
1.00,16.00,30.00,32.00,39.00,2.00,52000000.00,0.54,-0.84,13.07
3.00,10.00,31.00,35.00,38.00,16.00,42000000.00,0.58,-0.82,13.08
1.00,7.00,36.00,42.00,49.00,41.00,33200000.00,0.63,-0.77,13.09
14.00,15.00,31.00,37.00,41.00,31.00,24200000.00,0.67,-0.74,13.10
1.00,26.00,27.00,43.00,46.00,31.00,16200000.00,0.72,-0.69,13.11
11.00,31.00,35.00,42.00,45.00,35.00,10000000.00,0.76,-0.65,13.12
3.00,9.00,17.00,37.00,43.00,39.00,213200000.00,0.80,-0.60,13.13
9.00,16.00,21.00,25.00,32.00,8.00,172200000.00,0.83,-0.56,13.14
1.00,10.00,34.00,39.00,47.00,33.00,145300000.00,0.87,-0.50,13.15
27.00,34.00,42.00,49.00,52.00,23.00,122800000.00,0.89,-0.45,13.16
2.00,13.00,22.00,35.00,44.00,28.00,106000000.00,0.92,-0.39,13.17
8.00,11.00,34.00,42.00,51.00,27.00,90000000.00,0.94,-0.34,13.18
4.00,29.00,34.00,41.00,42.00,11.00,77900000.00,0.96,-0.28,13.19
1.00,6.00,20.00,22.00,38.00,22.00,64900000.00,0.97,-0.23,13.19
2.00,9.00,30.00,47.00,48.00,40.00,56600000.00,0.99,-0.16,13.21
2.00,7.00,16.00,35.00,37.00,10.00,47800000.00,0.99,-0.11,13.21
6.00,7.00,26.00,32.00,43.00,13.00,40400000.00,1.00,-0.04,13.22
15.00,31.00,34.00,39.00,50.00,35.00,31500000.00,1.00,0.01,13.23
2.00,15.00,17.00,30.00,34.00,32.00,25000000.00,1.00,0.08,13.24
18.00,20.00,39.00,43.00,47.00,31.00,18100000.00,0.99,0.13,13.25
2.00,14.00,24.00,27.00,44.00,6.00,12200000.00,0.98,0.20,13.26
7.00,15.00,20.00,24.00,43.00,5.00,10000000.00,0.97,0.25,13.27
11.00,44.00,45.00,48.00,50.00,2.00,89000000.00,0.95,0.31,13.28
10.00,20.00,22.00,41.00,49.00,6.00,77800000.00,0.93,0.36,13.29
9.00,17.00,46.00,49.00,51.00,9.00,68400000.00,0.91,0.42,13.30
5.00,11.00,17.00,23.00,53.00,34.00,60100000.00,0.88,0.47,13.31
6.00,25.00,26.00,52.00,53.00,40.00,51600000.00,0.85,0.53,13.32
4.00,5.00,11.00,17.00,47.00,35.00,42900000.00,0.82,0.57,13.33
15.00,22.00,26.00,48.00,53.00,14.00,35400000.00,0.78,0.63,13.34
4.00,24.00,36.00,44.00,50.00,2.00,26900000.00,0.75,0.67,13.35
10.00,24.00,25.00,35.00,43.00,32.00,20300000.00,0.70,0.72,13.36
5.00,16.00,28.00,50.00,52.00,4.00,13300000.00,0.66,0.75,13.37
31.00,34.00,35.00,39.00,46.00,3.00,10000000.00,0.61,0.79,13.38
7.00,12.00,17.00,25.00,32.00,33.00,85500000.00,0.57,0.82,13.39
3.00,6.00,27.00,37.00,41.00,38.00,75000000.00,0.51,0.86,13.40
8.00,13.00,17.00,39.00,48.00,34.00,63200000.00,0.46,0.89,13.41
1.00,5.00,37.00,38.00,53.00,31.00,54900000.00,0.40,0.92,13.42
13.00,17.00,34.00,41.00,45.00,17.00,45800000.00,0.35,0.94,13.42
8.00,9.00,32.00,45.00,48.00,15.00,37700000.00,0.29,0.96,13.44
12.00,33.00,40.00,44.00,50.00,40.00,29200000.00,0.24,0.97,13.44
2.00,13.00,19.00,27.00,50.00,5.00,21800000.00,0.17,0.99,13.45
4.00,7.00,14.00,18.00,44.00,25.00,14100000.00,0.12,0.99,13.46
4.00,5.00,22.00,41.00,42.00,2.00,10000000.00,0.05,1.00,13.47
4.00,30.00,37.00,43.00,46.00,42.00,39900000.00,0.00,1.00,13.48
12.00,15.00,30.00,46.00,54.00,1.00,31000000.00,-0.05,1.00,13.49
4.00,10.00,33.00,34.00,50.00,14.00,25000000.00,-0.12,0.99,13.50
9.00,12.00,16.00,23.00,43.00,37.00,20000000.00,-0.17,0.99,13.51
24.00,36.00,44.00,46.00,53.00,18.00,15000000.00,-0.24,0.97,13.52
8.00,15.00,16.00,45.00,51.00,11.00,113200000.00,-0.29,0.96,13.53
3.00,21.00,34.00,42.00,45.00,39.00,100000000.00,-0.35,0.94,13.54
19.00,30.00,41.00,45.00,54.00,14.00,88000000.00,-0.40,0.92,13.55
2.00,15.00,26.00,37.00,42.00,36.00,77500000.00,-0.46,0.89,13.56
19.00,23.00,27.00,42.00,52.00,1.00,66500000.00,-0.51,0.86,13.57
28.00,34.00,37.00,45.00,53.00,32.00,57300000.00,-0.57,0.82,13.58
9.00,12.00,24.00,25.00,27.00,33.00,48500000.00,-0.61,0.79,13.59
8.00,15.00,20.00,41.00,54.00,22.00,39700000.00,-0.66,0.75,13.60
5.00,18.00,20.00,21.00,44.00,27.00,31000000.00,-0.70,0.71,13.61
17.00,37.00,41.00,48.00,55.00,39.00,25000000.00,-0.75,0.66,13.62
5.00,13.00,14.00,31.00,49.00,30.00,20000000.00,-0.78,0.63,13.63
7.00,25.00,29.00,37.00,50.00,17.00,15000000.00,-0.82,0.57,13.64
6.00,11.00,14.00,27.00,41.00,38.00,36000000.00,-0.85,0.53,13.65
14.00,19.00,22.00,41.00,50.00,21.00,27200000.00,-0.88,0.47,13.65
2.00,10.00,39.00,42.00,43.00,23.00,20000000.00,-0.91,0.42,13.67
6.00,7.00,36.00,51.00,53.00,17.00,15000000.00,-0.93,0.36,13.67
7.00,21.00,43.00,44.00,49.00,29.00,340000000.00,-0.95,0.31,13.68
1.00,7.00,8.00,34.00,45.00,15.00,305300000.00,-0.97,0.24,13.69
4.00,9.00,18.00,51.00,54.00,10.00,247000000.00,-0.98,0.19,13.70
26.00,31.00,35.00,46.00,50.00,28.00,210500000.00,-0.99,0.12,13.71
2.00,15.00,25.00,30.00,45.00,17.00,178900000.00,-1.00,0.07,13.72
8.00,18.00,38.00,45.00,54.00,23.00,167000000.00,-1.00,0.00,13.73
7.00,22.00,27.00,48.00,50.00,17.00,142900000.00,-1.00,-0.05,13.74
2.00,10.00,31.00,43.00,55.00,14.00,126000000.00,-0.99,-0.12,13.75
3.00,28.00,34.00,35.00,50.00,8.00,109600000.00,-0.99,-0.17,13.76
5.00,9.00,27.00,49.00,52.00,6.00,95300000.00,-0.97,-0.23,13.77
21.00,24.00,42.00,49.00,50.00,1.00,81100000.00,-0.96,-0.28,13.78
8.00,10.00,11.00,48.00,50.00,16.00,70900000.00,-0.94,-0.35,13.79
12.00,32.00,40.00,50.00,54.00,37.00,60200000.00,-0.92,-0.40,13.80
1.00,3.00,30.00,31.00,43.00,36.00,52000000.00,-0.89,-0.46,13.81
13.00,17.00,19.00,41.00,50.00,13.00,43500000.00,-0.86,-0.50,13.82
8.00,22.00,31.00,39.00,44.00,11.00,32000000.00,-0.83,-0.56,13.83
9.00,11.00,26.00,35.00,51.00,32.00,25000000.00,-0.80,-0.61,13.84
13.00,27.00,28.00,29.00,49.00,36.00,18800000.00,-0.75,-0.66,13.85
3.00,8.00,30.00,43.00,53.00,15.00,12300000.00,-0.72,-0.70,13.86
1.00,2.00,18.00,37.00,43.00,37.00,10000000.00,-0.67,-0.74,13.87
13.00,31.00,36.00,38.00,49.00,2.00,93400000.00,-0.63,-0.78,13.88
1.00,9.00,19.00,36.00,53.00,33.00,82400000.00,-0.57,-0.82,13.88
5.00,19.00,24.00,28.00,39.00,24.00,71000000.00,-0.53,-0.85,13.90
8.00,14.00,35.00,38.00,46.00,24.00,62000000.00,-0.47,-0.88,13.90
1.00,4.00,10.00,13.00,29.00,3.00,53400000.00,-0.43,-0.91,13.92
13.00,16.00,20.00,28.00,32.00,36.00,46200000.00,-0.36,-0.93,13.92
6.00,7.00,32.00,39.00,51.00,31.00,38000000.00,-0.31,-0.95,13.93
8.00,32.00,33.00,41.00,50.00,22.00,31600000.00,-0.25,-0.97,13.94
4.00,5.00,13.00,23.00,43.00,34.00,24100000.00,-0.20,-0.98,13.95
8.00,9.00,39.00,47.00,53.00,4.00,18100000.00,-0.13,-0.99,13.96
2.00,12.00,25.00,30.00,48.00,38.00,12000000.00,-0.08,-1.00,13.97
9.00,10.00,29.00,39.00,52.00,20.00,10000000.00,-0.01,-1.00,13.98
3.00,8.00,22.00,42.00,49.00,39.00,10000000.00,0.04,-1.00,13.99
7.00,28.00,31.00,32.00,40.00,14.00,59500000.00,0.11,-0.99,14.00
9.00,13.00,23.00,42.00,51.00,15.00,51400000.00,0.16,-0.99,14.01
5.00,8.00,10.00,16.00,24.00,5.00,43600000.00,0.23,-0.97,14.02
14.00,20.00,22.00,39.00,44.00,14.00,34800000.00,0.28,-0.96,14.03
3.00,10.00,14.00,24.00,46.00,37.00,27700000.00,0.35,-0.94,14.04
10.00,36.00,40.00,42.00,43.00,42.00,20100000.00,0.39,-0.92,14.05
7.00,16.00,38.00,44.00,48.00,18.00,13500000.00,0.46,-0.89,14.06
15.00,34.00,39.00,42.00,50.00,12.00,10000000.00,0.50,-0.87,14.07
5.00,7.00,24.00,28.00,39.00,36.00,220300000.00,0.56,-0.83,14.08
27.00,29.00,31.00,42.00,46.00,33.00,182100000.00,0.60,-0.80,14.09
2.00,5.00,7.00,10.00,30.00,23.00,153400000.00,0.66,-0.76,14.10
7.00,13.00,17.00,20.00,35.00,35.00,130500000.00,0.69,-0.72,14.11
21.00,29.00,38.00,49.00,52.00,42.00,112000000.00,0.74,-0.67,14.12
5.00,25.00,46.00,48.00,49.00,6.00,96600000.00,0.77,-0.63,14.13
21.00,23.00,39.00,44.00,47.00,19.00,84200000.00,0.82,-0.58,14.13
10.00,21.00,27.00,33.00,40.00,2.00,72300000.00,0.85,-0.53,14.15
8.00,15.00,17.00,32.00,48.00,24.00,62800000.00,0.88,-0.47,14.15
