wb1,wb2,wb3,wb4,wb5,pb,prize,daysin,daycos,year
4.00,11.00,17.00,43.00,51.00,20.00,50000000.00,-0.68,-0.73,21.86
4.00,12.00,14.00,37.00,58.00,13.00,40000000.00,-0.63,-0.78,21.87
5.00,25.00,30.00,58.00,59.00,32.00,448400000.00,-0.59,-0.81,21.88
21.00,24.00,36.00,42.00,45.00,15.00,300000000.00,-0.53,-0.85,21.89
8.00,24.00,39.00,49.00,59.00,5.00,235000000.00,-0.49,-0.87,21.90
9.00,23.00,40.00,53.00,58.00,6.00,196000000.00,-0.43,-0.91,21.91
9.00,29.00,40.00,44.00,54.00,7.00,166000000.00,-0.38,-0.93,21.92
14.00,25.00,27.00,38.00,58.00,6.00,141000000.00,-0.31,-0.95,21.93
1.00,22.00,34.00,38.00,42.00,17.00,116000000.00,-0.26,-0.96,21.93
2.00,8.00,22.00,35.00,37.00,6.00,94000000.00,-0.20,-0.98,21.95
30.00,31.00,45.00,55.00,59.00,27.00,80000000.00,-0.15,-0.99,21.95
2.00,13.00,35.00,36.00,52.00,11.00,70000000.00,-0.08,-1.00,21.96
3.00,6.00,29.00,40.00,51.00,4.00,60000000.00,-0.03,-1.00,21.97
8.00,28.00,30.00,53.00,56.00,16.00,50000000.00,0.04,-1.00,21.98
1.00,18.00,33.00,39.00,46.00,33.00,40000000.00,0.09,-1.00,21.99
13.00,19.00,23.00,33.00,57.00,28.00,131500000.00,0.16,-0.99,22.00
7.00,46.00,47.00,52.00,57.00,17.00,105000000.00,0.21,-0.98,22.01
28.00,36.00,40.00,48.00,55.00,1.00,85000000.00,0.28,-0.96,22.02
16.00,22.00,23.00,42.00,55.00,32.00,70000000.00,0.33,-0.94,22.03
2.00,11.00,22.00,26.00,32.00,19.00,60000000.00,0.39,-0.92,22.04
4.00,26.00,33.00,36.00,55.00,32.00,50000000.00,0.44,-0.90,22.05
22.00,28.00,33.00,53.00,59.00,14.00,40000000.00,0.50,-0.87,22.06
9.00,14.00,17.00,49.00,57.00,2.00,40000000.00,0.55,-0.84,22.07
2.00,6.00,19.00,21.00,27.00,25.00,50000000.00,0.60,-0.80,22.08
9.00,31.00,35.00,41.00,57.00,26.00,40000000.00,0.64,-0.77,22.09
10.00,13.00,14.00,22.00,52.00,11.00,590500000.00,0.69,-0.72,22.10
2.00,11.00,26.00,34.00,41.00,32.00,360000000.00,0.73,-0.68,22.11
6.00,13.00,19.00,23.00,43.00,16.00,270000000.00,0.77,-0.63,22.12
21.00,22.00,26.00,30.00,57.00,27.00,222000000.00,0.81,-0.59,22.13
7.00,12.00,26.00,36.00,40.00,17.00,191000000.00,0.85,-0.53,22.14
22.00,26.00,31.00,54.00,55.00,18.00,165000000.00,0.87,-0.49,22.15
3.00,23.00,48.00,54.00,55.00,5.00,140000000.00,0.90,-0.43,22.16
9.00,19.00,31.00,56.00,59.00,2.00,116000000.00,0.92,-0.38,22.16
6.00,8.00,30.00,39.00,48.00,20.00,95000000.00,0.95,-0.32,22.18
13.00,18.00,36.00,48.00,58.00,28.00,80000000.00,0.96,-0.27,22.18
10.00,12.00,31.00,56.00,57.00,33.00,70000000.00,0.98,-0.20,22.19
1.00,36.00,40.00,52.00,53.00,20.00,60000000.00,0.99,-0.15,22.20
4.00,7.00,8.00,29.00,39.00,24.00,50000000.00,1.00,-0.08,22.21
1.00,6.00,8.00,12.00,35.00,3.00,40000000.00,1.00,-0.03,22.22
11.00,23.00,26.00,46.00,55.00,27.00,50000000.00,1.00,0.04,22.23
7.00,37.00,43.00,48.00,52.00,16.00,40000000.00,1.00,0.09,22.24
17.00,29.00,31.00,52.00,53.00,31.00,338300000.00,0.99,0.16,22.25
13.00,14.00,17.00,43.00,54.00,15.00,260000000.00,0.98,0.21,22.26
3.00,7.00,21.00,44.00,53.00,16.00,216000000.00,0.96,0.28,22.27
5.00,9.00,28.00,32.00,38.00,29.00,183000000.00,0.95,0.33,22.28
10.00,37.00,40.00,46.00,52.00,12.00,150000000.00,0.92,0.39,22.29
6.00,10.00,23.00,41.00,45.00,1.00,123000000.00,0.90,0.44,22.30
3.00,8.00,13.00,41.00,56.00,16.00,103000000.00,0.87,0.50,22.31
3.00,14.00,20.00,34.00,48.00,21.00,90000000.00,0.84,0.54,22.32
2.00,5.00,31.00,39.00,41.00,29.00,80000000.00,0.80,0.60,22.33
3.00,17.00,19.00,25.00,32.00,17.00,70000000.00,0.77,0.64,22.34
15.00,16.00,46.00,50.00,58.00,29.00,60000000.00,0.72,0.69,22.35
12.00,23.00,25.00,27.00,43.00,29.00,50000000.00,0.69,0.73,22.36
5.00,6.00,16.00,36.00,58.00,3.00,40000000.00,0.64,0.77,22.37
5.00,27.00,36.00,38.00,41.00,12.00,217000000.00,0.59,0.80,22.38
11.00,16.00,33.00,40.00,41.00,34.00,176000000.00,0.54,0.84,22.39
14.00,16.00,32.00,47.00,52.00,16.00,151000000.00,0.49,0.87,22.39
3.00,22.00,26.00,41.00,49.00,18.00,130000000.00,0.43,0.90,22.41
11.00,12.00,24.00,43.00,45.00,9.00,110000000.00,0.39,0.92,22.41
8.00,28.00,29.00,34.00,38.00,35.00,100000000.00,0.32,0.95,22.42
9.00,21.00,28.00,32.00,51.00,35.00,90000000.00,0.27,0.96,22.43
10.00,14.00,21.00,23.00,47.00,7.00,80000000.00,0.21,0.98,22.44
11.00,13.00,20.00,27.00,59.00,26.00,70000000.00,0.15,0.99,22.45
26.00,30.00,49.00,51.00,54.00,25.00,60000000.00,0.09,1.00,22.46
18.00,20.00,28.00,35.00,53.00,20.00,50000000.00,0.03,1.00,22.47
17.00,27.00,37.00,40.00,53.00,35.00,120000000.00,0.00,1.00,22.48
7.00,10.00,11.00,14.00,36.00,15.00,110000000.00,-0.07,1.00,22.49
11.00,12.00,46.00,47.00,50.00,22.00,100000000.00,-0.12,0.99,22.50
14.00,15.00,19.00,31.00,56.00,5.00,90000000.00,-0.19,0.98,22.51
22.00,31.00,38.00,47.00,48.00,15.00,80000000.00,-0.24,0.97,22.52
5.00,13.00,28.00,43.00,55.00,33.00,70000000.00,-0.30,0.95,22.53
34.00,44.00,48.00,54.00,55.00,10.00,60000000.00,-0.35,0.94,22.54
12.00,15.00,22.00,43.00,49.00,14.00,50000000.00,-0.42,0.91,22.55
25.00,30.00,32.00,46.00,54.00,26.00,40000000.00,-0.46,0.89,22.56
13.00,24.00,30.00,42.00,48.00,27.00,90000000.00,-0.52,0.85,22.57
16.00,17.00,22.00,46.00,54.00,35.00,80000000.00,-0.57,0.82,22.58
23.00,49.00,53.00,54.00,57.00,35.00,70000000.00,-0.62,0.78,22.59
6.00,36.00,38.00,48.00,51.00,17.00,60000000.00,-0.66,0.75,22.60
13.00,16.00,33.00,35.00,51.00,28.00,50000000.00,-0.71,0.70,22.61
37.00,39.00,51.00,52.00,55.00,11.00,40000000.00,-0.75,0.66,22.62
9.00,19.00,33.00,38.00,54.00,15.00,202600000.00,-0.79,0.61,22.62
2.00,11.00,19.00,21.00,42.00,34.00,178000000.00,-0.82,0.57,22.64
1.00,3.00,13.00,25.00,38.00,17.00,159000000.00,-0.86,0.51,22.64
25.00,28.00,48.00,57.00,59.00,16.00,142000000.00,-0.88,0.47,22.65
6.00,10.00,51.00,54.00,57.00,12.00,125000000.00,-0.91,0.41,22.66
29.00,30.00,40.00,42.00,50.00,16.00,110000000.00,-0.93,0.36,22.67
20.00,26.00,27.00,36.00,54.00,19.00,100000000.00,-0.96,0.29,22.68
5.00,7.00,19.00,27.00,28.00,20.00,90000000.00,-0.97,0.24,22.69
10.00,19.00,37.00,38.00,39.00,28.00,80000000.00,-0.98,0.18,22.70
5.00,16.00,31.00,46.00,50.00,18.00,70000000.00,-0.99,0.12,22.71
13.00,18.00,24.00,25.00,33.00,31.00,60000000.00,-1.00,0.06,22.72
1.00,4.00,18.00,20.00,45.00,7.00,50000000.00,-1.00,0.00,22.73
2.00,11.00,35.00,52.00,54.00,13.00,40000000.00,-1.00,-0.06,22.74
7.00,14.00,21.00,24.00,41.00,26.00,228500000.00,-0.99,-0.12,22.75
22.00,23.00,30.00,37.00,39.00,16.00,196000000.00,-0.98,-0.18,22.76
18.00,25.00,36.00,48.00,50.00,23.00,171000000.00,-0.97,-0.23,22.77
1.00,6.00,16.00,37.00,53.00,27.00,149000000.00,-0.95,-0.30,22.78
2.00,14.00,39.00,40.00,43.00,13.00,127000000.00,-0.94,-0.35,22.79
9.00,29.00,31.00,43.00,50.00,18.00,110000000.00,-0.91,-0.41,22.80
2.00,16.00,43.00,45.00,51.00,35.00,100000000.00,-0.89,-0.46,22.81
5.00,28.00,31.00,52.00,59.00,27.00,90000000.00,-0.85,-0.52,22.82
17.00,24.00,26.00,45.00,46.00,19.00,80000000.00,-0.83,-0.56,22.83
28.00,32.00,35.00,36.00,52.00,31.00,70000000.00,-0.79,-0.62,22.84
4.00,8.00,21.00,38.00,40.00,3.00,60000000.00,-0.75,-0.66,22.85
7.00,8.00,17.00,48.00,59.00,9.00,50000000.00,-0.71,-0.71,22.85
8.00,37.00,39.00,40.00,52.00,24.00,40000000.00,-0.67,-0.74,22.87
3.00,12.00,31.00,34.00,51.00,24.00,90000000.00,-0.62,-0.79,22.87
1.00,8.00,24.00,28.00,49.00,24.00,80000000.00,-0.57,-0.82,22.88
12.00,26.00,44.00,46.00,47.00,29.00,70000000.00,-0.52,-0.86,22.89
13.00,30.00,42.00,49.00,53.00,29.00,60000000.00,-0.47,-0.88,22.90
24.00,28.00,30.00,38.00,39.00,16.00,50000000.00,-0.41,-0.91,22.91
4.00,10.00,12.00,22.00,31.00,3.00,40000000.00,-0.36,-0.93,22.92
10.00,17.00,25.00,45.00,53.00,9.00,60000000.00,-0.30,-0.95,22.93
5.00,15.00,18.00,26.00,32.00,35.00,50000000.00,-0.25,-0.97,22.94
2.00,3.00,7.00,23.00,51.00,26.00,40000000.00,-0.18,-0.98,22.95
9.00,25.00,42.00,55.00,57.00,14.00,124900000.00,-0.13,-0.99,22.96
24.00,34.00,36.00,57.00,58.00,11.00,101000000.00,-0.06,-1.00,22.97
8.00,18.00,45.00,53.00,58.00,35.00,90000000.00,-0.01,-1.00,22.98
8.00,12.00,34.00,43.00,56.00,9.00,80000000.00,0.06,-1.00,22.99
10.00,20.00,25.00,50.00,53.00,35.00,70000000.00,0.11,-0.99,23.00
5.00,6.00,37.00,41.00,54.00,26.00,60000000.00,0.18,-0.98,23.01
6.00,9.00,29.00,52.00,59.00,7.00,50000000.00,0.23,-0.97,23.02
9.00,33.00,42.00,45.00,54.00,30.00,40000000.00,0.30,-0.95,23.03
14.00,18.00,25.00,33.00,49.00,23.00,259800000.00,0.35,-0.94,23.04
28.00,30.00,35.00,58.00,59.00,15.00,221000000.00,0.41,-0.91,23.05
1.00,7.00,10.00,22.00,49.00,24.00,192000000.00,0.46,-0.89,23.06
15.00,27.00,31.00,34.00,48.00,1.00,173000000.00,0.52,-0.86,23.07
2.00,24.00,28.00,32.00,59.00,25.00,152000000.00,0.56,-0.83,23.08
15.00,16.00,28.00,49.00,55.00,18.00,132000000.00,0.62,-0.79,23.08
4.00,20.00,34.00,39.00,58.00,31.00,114000000.00,0.66,-0.76,23.10
23.00,32.00,39.00,47.00,49.00,22.00,100000000.00,0.71,-0.71,23.10
7.00,33.00,39.00,52.00,55.00,33.00,90000000.00,0.74,-0.67,23.12
4.00,31.00,41.00,47.00,55.00,1.00,80000000.00,0.79,-0.62,23.12
17.00,29.00,31.00,48.00,49.00,34.00,70000000.00,0.82,-0.58,23.13
5.00,15.00,16.00,46.00,49.00,26.00,60000000.00,0.85,-0.52,23.14
2.00,9.00,11.00,19.00,50.00,32.00,50000000.00,0.88,-0.47,23.15
3.00,7.00,22.00,30.00,33.00,20.00,40000000.00,0.91,-0.41,23.16
19.00,25.00,29.00,36.00,48.00,12.00,148800000.00,0.93,-0.37,23.17
5.00,6.00,29.00,35.00,51.00,21.00,128000000.00,0.95,-0.30,23.18
34.00,39.00,42.00,44.00,59.00,8.00,110000000.00,0.97,-0.25,23.19
14.00,26.00,45.00,54.00,55.00,20.00,94000000.00,0.98,-0.18,23.20
9.00,14.00,44.00,48.00,49.00,29.00,80000000.00,0.99,-0.13,23.21
11.00,21.00,26.00,33.00,34.00,29.00,70000000.00,1.00,-0.06,23.22
8.00,13.00,19.00,22.00,53.00,24.00,60000000.00,1.00,-0.01,23.23
2.00,3.00,12.00,27.00,38.00,17.00,50000000.00,1.00,0.06,23.24
28.00,33.00,41.00,44.00,59.00,21.00,40000000.00,0.99,0.11,23.25
13.00,28.00,31.00,55.00,58.00,15.00,96500000.00,0.98,0.18,23.26
2.00,19.00,23.00,34.00,43.00,14.00,80000000.00,0.97,0.23,23.27
2.00,5.00,34.00,51.00,58.00,9.00,70000000.00,0.96,0.29,23.28
14.00,15.00,28.00,37.00,54.00,10.00,60000000.00,0.94,0.34,23.29
10.00,14.00,24.00,32.00,41.00,30.00,50000000.00,0.91,0.41,23.30
3.00,7.00,9.00,26.00,54.00,19.00,40000000.00,0.89,0.45,23.31
3.00,8.00,25.00,30.00,47.00,13.00,60000000.00,0.86,0.51,23.32
11.00,12.00,17.00,38.00,42.00,2.00,50000000.00,0.83,0.56,23.33
2.00,3.00,13.00,14.00,54.00,4.00,40000000.00,0.79,0.61,23.33
1.00,17.00,35.00,49.00,54.00,34.00,425300000.00,0.76,0.65,23.35
2.00,9.00,14.00,21.00,23.00,3.00,330000000.00,0.71,0.70,23.35
36.00,44.00,49.00,52.00,57.00,1.00,284000000.00,0.67,0.74,23.36
24.00,25.00,34.00,37.00,54.00,29.00,247000000.00,0.62,0.78,23.37
8.00,17.00,32.00,57.00,59.00,24.00,215000000.00,0.58,0.81,23.38
5.00,12.00,15.00,27.00,38.00,7.00,194000000.00,0.52,0.85,23.39
11.00,23.00,28.00,32.00,47.00,20.00,171000000.00,0.48,0.88,23.40
8.00,12.00,18.00,55.00,57.00,2.00,152000000.00,0.42,0.91,23.41
1.00,2.00,7.00,9.00,55.00,29.00,131000000.00,0.37,0.93,23.42
13.00,14.00,19.00,31.00,38.00,25.00,113000000.00,0.30,0.95,23.43
7.00,8.00,9.00,24.00,29.00,25.00,93000000.00,0.26,0.97,23.44
10.00,15.00,33.00,48.00,54.00,34.00,80000000.00,0.19,0.98,23.45
10.00,28.00,39.00,47.00,58.00,22.00,70000000.00,0.14,0.99,23.46
19.00,20.00,37.00,41.00,58.00,14.00,60000000.00,0.07,1.00,23.47
15.00,24.00,40.00,48.00,52.00,23.00,50000000.00,0.02,1.00,23.48
12.00,36.00,38.00,54.00,61.00,22.00,301800000.00,-0.02,1.00,23.49
27.00,40.00,44.00,59.00,65.00,20.00,261700000.00,-0.09,1.00,23.50
16.00,38.00,55.00,63.00,67.00,25.00,227000000.00,-0.14,0.99,23.51
28.00,30.00,41.00,59.00,68.00,10.00,202000000.00,-0.21,0.98,23.52
9.00,10.00,32.00,42.00,55.00,6.00,180000000.00,-0.26,0.97,23.53
2.00,14.00,19.00,30.00,62.00,22.00,164000000.00,-0.32,0.95,23.54
7.00,10.00,16.00,46.00,56.00,1.00,145000000.00,-0.37,0.93,23.55
13.00,27.00,33.00,47.00,68.00,13.00,127000000.00,-0.43,0.90,23.56
14.00,18.00,19.00,32.00,64.00,9.00,110000000.00,-0.48,0.88,23.56
2.00,6.00,47.00,66.00,67.00,2.00,100000000.00,-0.54,0.84,23.58
16.00,29.00,53.00,58.00,69.00,21.00,90000000.00,-0.58,0.81,23.58
37.00,47.00,50.00,52.00,57.00,21.00,80000000.00,-0.64,0.77,23.59
17.00,40.00,41.00,46.00,69.00,6.00,70000000.00,-0.67,0.74,23.60
14.00,22.00,37.00,45.00,66.00,5.00,60000000.00,-0.72,0.69,23.61
4.00,26.00,32.00,55.00,64.00,18.00,50000000.00,-0.76,0.65,23.62
7.00,16.00,25.00,50.00,53.00,15.00,40000000.00,-0.80,0.60,23.63
2.00,12.00,17.00,20.00,65.00,17.00,144100000.00,-0.83,0.56,23.64
9.00,20.00,25.00,47.00,68.00,7.00,127000000.00,-0.87,0.50,23.65
4.00,54.00,56.00,62.00,63.00,10.00,110000000.00,-0.89,0.45,23.66
20.00,31.00,56.00,60.00,64.00,2.00,100000000.00,-0.92,0.39,23.67
30.00,32.00,42.00,56.00,57.00,11.00,90000000.00,-0.94,0.34,23.68
48.00,49.00,57.00,62.00,69.00,19.00,80000000.00,-0.96,0.28,23.69
15.00,20.00,29.00,31.00,40.00,1.00,70000000.00,-0.97,0.23,23.70
12.00,27.00,29.00,43.00,68.00,1.00,60000000.00,-0.99,0.16,23.71
18.00,30.00,40.00,48.00,52.00,9.00,50000000.00,-0.99,0.11,23.72
6.00,26.00,33.00,44.00,46.00,4.00,40000000.00,-1.00,0.04,23.73
21.00,39.00,40.00,55.00,59.00,17.00,310500000.00,-1.00,-0.01,23.74
23.00,31.00,42.00,50.00,57.00,5.00,267000000.00,-1.00,-0.08,23.75
8.00,29.00,41.00,51.00,58.00,5.00,235000000.00,-0.99,-0.13,23.76
12.00,17.00,26.00,43.00,48.00,24.00,208000000.00,-0.98,-0.20,23.77
5.00,7.00,24.00,31.00,39.00,7.00,185000000.00,-0.97,-0.25,23.78
2.00,3.00,13.00,16.00,35.00,27.00,167000000.00,-0.95,-0.32,23.79
44.00,45.00,47.00,50.00,51.00,8.00,149000000.00,-0.93,-0.37,23.79
10.00,16.00,18.00,29.00,45.00,19.00,133000000.00,-0.90,-0.43,23.81
17.00,22.00,30.00,46.00,56.00,16.00,120000000.00,-0.88,-0.47,23.81
18.00,21.00,25.00,28.00,29.00,16.00,110000000.00,-0.85,-0.53,23.82
2.00,22.00,32.00,45.00,56.00,12.00,100000000.00,-0.82,-0.58,23.83
4.00,12.00,14.00,21.00,55.00,7.00,90000000.00,-0.77,-0.63,23.84
6.00,8.00,43.00,48.00,50.00,7.00,80000000.00,-0.74,-0.67,23.85
3.00,13.00,17.00,42.00,52.00,24.00,70000000.00,-0.69,-0.72,23.86
8.00,13.00,29.00,38.00,52.00,28.00,60000000.00,-0.66,-0.76,23.87
9.00,34.00,48.00,52.00,54.00,15.00,50000000.00,-0.60,-0.80,23.88
9.00,11.00,14.00,16.00,42.00,19.00,40000000.00,-0.56,-0.83,23.89
7.00,13.00,24.00,49.00,57.00,15.00,110000000.00,-0.50,-0.87,23.90
4.00,22.00,27.00,28.00,52.00,35.00,100000000.00,-0.46,-0.89,23.91
27.00,29.00,34.00,41.00,44.00,2.00,90000000.00,-0.39,-0.92,23.92
12.00,31.00,43.00,44.00,57.00,11.00,80000000.00,-0.35,-0.94,23.93
6.00,37.00,39.00,45.00,55.00,33.00,70000000.00,-0.28,-0.96,23.94
13.00,16.00,34.00,45.00,50.00,11.00,60000000.00,-0.23,-0.97,23.95
11.00,39.00,46.00,52.00,54.00,3.00,50000000.00,-0.16,-0.99,23.96
4.00,15.00,25.00,27.00,30.00,18.00,40000000.00,-0.11,-0.99,23.97
3.00,6.00,14.00,18.00,24.00,21.00,70000000.00,-0.04,-1.00,23.98
7.00,24.00,26.00,31.00,41.00,25.00,60000000.00,0.01,-1.00,23.99
18.00,28.00,35.00,46.00,49.00,27.00,50000000.00,0.08,-1.00,24.00
3.00,5.00,10.00,22.00,32.00,7.00,40000000.00,0.13,-0.99,24.01
9.00,10.00,16.00,20.00,57.00,15.00,80000000.00,0.20,-0.98,24.02
20.00,21.00,22.00,41.00,54.00,7.00,70000000.00,0.25,-0.97,24.02
29.00,41.00,48.00,52.00,54.00,29.00,60000000.00,0.31,-0.95,24.04
31.00,32.00,48.00,49.00,53.00,25.00,50000000.00,0.36,-0.93,24.04
8.00,13.00,18.00,27.00,43.00,15.00,40000000.00,0.43,-0.91,24.05
6.00,8.00,13.00,37.00,40.00,11.00,188900000.00,0.47,-0.88,24.06
8.00,9.00,25.00,56.00,57.00,22.00,171000000.00,0.53,-0.85,24.07
8.00,15.00,34.00,53.00,59.00,23.00,154000000.00,0.57,-0.82,24.08
9.00,15.00,17.00,31.00,43.00,16.00,138000000.00,0.63,-0.78,24.09
1.00,12.00,28.00,35.00,44.00,25.00,121000000.00,0.67,-0.74,24.10
24.00,29.00,38.00,48.00,52.00,32.00,110000000.00,0.72,-0.70,24.11
1.00,25.00,29.00,31.00,47.00,7.00,100000000.00,0.75,-0.66,24.12
4.00,15.00,17.00,35.00,58.00,17.00,90000000.00,0.80,-0.61,24.13
23.00,24.00,27.00,39.00,41.00,30.00,80000000.00,0.83,-0.56,24.14
2.00,6.00,11.00,30.00,31.00,33.00,70000000.00,0.86,-0.50,24.15
1.00,26.00,34.00,38.00,51.00,6.00,60000000.00,0.89,-0.46,24.16
21.00,33.00,35.00,38.00,45.00,12.00,50000000.00,0.92,-0.40,24.17
10.00,14.00,25.00,39.00,53.00,18.00,40000000.00,0.94,-0.35,24.18
13.00,22.00,23.00,29.00,31.00,17.00,50000000.00,0.96,-0.28,24.19
1.00,16.00,21.00,29.00,40.00,30.00,40000000.00,0.97,-0.23,24.20
1.00,12.00,32.00,42.00,58.00,12.00,80000000.00,0.99,-0.17,24.21
1.00,19.00,45.00,46.00,58.00,29.00,70000000.00,0.99,-0.12,24.22
33.00,39.00,40.00,41.00,54.00,28.00,60000000.00,1.00,-0.05,24.23
2.00,30.00,33.00,39.00,44.00,1.00,50000000.00,1.00,0.00,24.23
2.00,4.00,6.00,12.00,38.00,17.00,40000000.00,1.00,0.07,24.25
7.00,19.00,23.00,50.00,54.00,14.00,40000000.00,0.99,0.12,24.25
11.00,16.00,30.00,38.00,42.00,7.00,50000000.00,0.98,0.19,24.27
14.00,25.00,30.00,33.00,47.00,8.00,40000000.00,0.97,0.24,24.27
8.00,14.00,39.00,46.00,47.00,18.00,136000000.00,0.95,0.31,24.28
11.00,24.00,31.00,40.00,44.00,27.00,119000000.00,0.93,0.36,24.29
34.00,36.00,38.00,42.00,50.00,33.00,100000000.00,0.91,0.42,24.30
8.00,12.00,15.00,35.00,50.00,32.00,90000000.00,0.88,0.47,24.31
11.00,17.00,25.00,28.00,46.00,12.00,80000000.00,0.85,0.53,24.32
17.00,19.00,21.00,32.00,39.00,8.00,70000000.00,0.82,0.57,24.33
10.00,14.00,18.00,34.00,51.00,26.00,60000000.00,0.78,0.63,24.34
1.00,9.00,29.00,32.00,49.00,22.00,50000000.00,0.75,0.66,24.35
1.00,24.00,44.00,45.00,51.00,28.00,40000000.00,0.70,0.71,24.36
11.00,13.00,25.00,39.00,54.00,19.00,564100000.00,0.66,0.75,24.37
5.00,10.00,21.00,34.00,58.00,33.00,360000000.00,0.61,0.79,24.38
24.00,36.00,51.00,52.00,56.00,22.00,317000000.00,0.57,0.82,24.39
5.00,11.00,16.00,26.00,50.00,34.00,289000000.00,0.51,0.86,24.40
12.00,24.00,35.00,36.00,49.00,1.00,261000000.00,0.46,0.89,24.41
16.00,19.00,20.00,29.00,33.00,10.00,230000000.00,0.40,0.92,24.42
11.00,12.00,15.00,28.00,57.00,23.00,208000000.00,0.35,0.94,24.43
15.00,16.00,23.00,27.00,36.00,9.00,194000000.00,0.29,0.96,24.44
2.00,4.00,10.00,41.00,53.00,22.00,176000000.00,0.24,0.97,24.45
2.00,9.00,19.00,28.00,29.00,19.00,162000000.00,0.17,0.99,24.46
14.00,15.00,47.00,49.00,59.00,10.00,146000000.00,0.12,0.99,24.46
4.00,18.00,43.00,46.00,55.00,25.00,131000000.00,0.05,1.00,24.48
1.00,3.00,28.00,57.00,67.00,9.00,70000000.00,0.00,1.00,24.48
16.00,23.00,30.00,44.00,58.00,4.00,60000000.00,-0.05,1.00,24.49
28.00,38.00,42.00,51.00,52.00,21.00,50000000.00,-0.12,0.99,24.50
25.00,33.00,40.00,54.00,68.00,3.00,40000000.00,-0.17,0.99,24.51
1.00,8.00,16.00,40.00,48.00,10.00,121600000.00,-0.24,0.97,24.52
18.00,26.00,37.00,39.00,66.00,15.00,102400000.00,-0.29,0.96,24.53
12.00,21.00,32.00,44.00,66.00,15.00,85700000.00,-0.35,0.94,24.54
41.00,48.00,49.00,53.00,64.00,20.00,69100000.00,-0.40,0.92,24.55
8.00,10.00,26.00,27.00,33.00,22.00,55200000.00,-0.46,0.89,24.56
3.00,14.00,18.00,25.00,45.00,7.00,40000000.00,-0.51,0.86,24.57
17.00,19.00,21.00,37.00,44.00,16.00,420900000.00,-0.57,0.82,24.58
7.00,32.00,41.00,47.00,61.00,3.00,374100000.00,-0.61,0.79,24.59
16.00,24.00,28.00,43.00,61.00,21.00,333500000.00,-0.66,0.75,24.60
28.00,41.00,61.00,63.00,65.00,7.00,294200000.00,-0.70,0.72,24.61
8.00,17.00,20.00,27.00,52.00,24.00,258000000.00,-0.75,0.67,24.62
1.00,25.00,28.00,31.00,54.00,2.00,236700000.00,-0.78,0.63,24.63
21.00,31.00,50.00,51.00,69.00,8.00,217800000.00,-0.82,0.57,24.64
13.00,18.00,37.00,54.00,61.00,5.00,199700000.00,-0.85,0.53,24.65
19.00,20.00,21.00,42.00,48.00,23.00,183300000.00,-0.88,0.47,24.66
2.00,3.00,16.00,48.00,56.00,24.00,164200000.00,-0.91,0.42,24.67
1.00,28.00,33.00,55.00,56.00,22.00,150200000.00,-0.93,0.36,24.67
10.00,16.00,38.00,43.00,63.00,23.00,136100000.00,-0.95,0.31,24.69
23.00,49.00,57.00,64.00,67.00,20.00,122000000.00,-0.97,0.25,24.69
16.00,30.00,34.00,37.00,44.00,16.00,106300000.00,-0.98,0.20,24.70
3.00,54.00,61.00,64.00,68.00,9.00,92600000.00,-0.99,0.13,24.71
8.00,18.00,27.00,29.00,60.00,15.00,80000000.00,-1.00,0.08,24.72
2.00,12.00,50.00,61.00,64.00,1.00,70000000.00,-1.00,0.01,24.73
30.00,38.00,52.00,53.00,62.00,1.00,60000000.00,-1.00,-0.04,24.74
7.00,15.00,20.00,29.00,41.00,22.00,50000000.00,-0.99,-0.11,24.75
1.00,28.00,63.00,67.00,69.00,17.00,40000000.00,-0.99,-0.16,24.76
9.00,19.00,51.00,55.00,62.00,14.00,246800000.00,-0.97,-0.23,24.77
10.00,11.00,23.00,28.00,31.00,14.00,224900000.00,-0.96,-0.28,24.78
3.00,17.00,49.00,55.00,68.00,8.00,205000000.00,-0.94,-0.34,24.79
22.00,23.00,29.00,33.00,55.00,21.00,186400000.00,-0.92,-0.39,24.80
7.00,39.00,50.00,59.00,67.00,25.00,171800000.00,-0.89,-0.45,24.81
5.00,10.00,24.00,56.00,61.00,12.00,154200000.00,-0.87,-0.50,24.82
4.00,32.00,48.00,49.00,63.00,20.00,140100000.00,-0.83,-0.56,24.83
9.00,11.00,25.00,64.00,65.00,16.00,125900000.00,-0.80,-0.60,24.84
3.00,6.00,21.00,60.00,68.00,24.00,112600000.00,-0.76,-0.65,24.85
33.00,44.00,49.00,50.00,52.00,8.00,94900000.00,-0.72,-0.69,24.86
38.00,44.00,60.00,64.00,69.00,6.00,81400000.00,-0.67,-0.74,24.87
23.00,56.00,61.00,64.00,67.00,12.00,67600000.00,-0.63,-0.77,24.88
20.00,33.00,36.00,47.00,52.00,12.00,54600000.00,-0.58,-0.82,24.89
9.00,11.00,27.00,66.00,67.00,2.00,40000000.00,-0.54,-0.84,24.90
11.00,17.00,21.00,23.00,32.00,5.00,487000000.00,-0.48,-0.88,24.90
10.00,47.00,50.00,65.00,68.00,24.00,434800000.00,-0.43,-0.90,24.92
5.00,7.00,23.00,35.00,39.00,11.00,391100000.00,-0.37,-0.93,24.92
6.00,25.00,35.00,58.00,66.00,5.00,360900000.00,-0.32,-0.95,24.93
11.00,17.00,40.00,50.00,62.00,26.00,335500000.00,-0.25,-0.97,24.94
3.00,15.00,29.00,54.00,57.00,10.00,302500000.00,-0.20,-0.98,24.95
